placa,ano,cor,modelo,marca,valor
PMS8393,1995,BRANCO,standart,gm,78675.36
MWW1664,2001,VERDE,luxo,cherry,154579.82
SEG8283,1998,PRETO,luxo,fiat,182369.03
LAV0535,2015,AMARELO,luxo,ford,207744.98
SJU3540,1993,PRETO,standart,gwm,133285.79
VIG4906,1999,AZUL,off road,gm,166165.83
JTL8209,2007,AZUL,luxo,gm,215151.48
JZM3963,1998,AMARELO,luxo,cherry,225840.63
DBU6521,1996,AMARELO,off road,ford,174841.39
TBE2119,1990,BRANCO,standart,gm,138381.20
ZDO4562,2007,BRANCO,off road,fiat,184979.51
ENH3738,2021,PRETO,off road,gwm,205501.48
ZBX6289,2016,BRANCO,standart,vw,100015.79
KVA1810,2021,VERMELHO,off road,gm,209372.48
BNY6208,2003,AMARELO,off road,vw,205190.12
JXO6673,2000,LARANJA,off road,gm,201811.34
JCC7353,2020,VERDE,off road,gwm,123795.13
JHY6923,2018,BRANCO,standart,vw,149765.82
KEV4000,2008,AMARELO,off road,vw,134379.84
GWM9070,2006,VERDE,standart,vw,118613.26
WYP8397,2006,LARANJA,off road,fiat,131619.76
AVC6720,2013,VERDE,luxo,fiat,219961.98
DTD3287,2015,AZUL,luxo,vw,125421.16
GOI7170,2023,VERMELHO,off road,vw,112546.90
IQA0637,2016,LARANJA,luxo,ford,123642.86
EZV8451,1996,LARANJA,off road,ford,157333.33
THV6447,2006,VERMELHO,off road,fiat,201927.88
EYP5457,2018,VERDE,standart,gm,77495.90
VSM0585,2008,LARANJA,off road,cherry,199696.19
ZJQ8536,2021,PRETO,off road,fiat,201499.86
NOA4976,2017,VERDE,off road,cherry,112358.17
JJR1246,2023,AZUL,luxo,fiat,206705.70
INI5606,2011,LARANJA,off road,fiat,188814.76
PDT4165,2011,VERMELHO,luxo,ford,250607.85
CPQ5353,2013,AZUL,off road,fiat,159599.51
VYH9920,1993,PRETO,off road,ford,108761.23
FZQ6873,2014,AZUL,off road,ford,168220.13
XBO7763,1996,VERMELHO,luxo,ford,131487.27
CEF3078,2024,VERDE,luxo,cherry,147341.09
UFO1313,2024,VERMELHO,standart,ford,112306.46
AMT6361,2024,BRANCO,luxo,cherry,228270.95
IOE4969,1999,BRANCO,luxo,gwm,172499.16
QZP6601,1990,PRETO,luxo,fiat,124760.41
VLO6779,2020,AZUL,luxo,cherry,123521.50
QIW9454,1992,VERDE,off road,vw,191157.18
ATQ2917,1992,LARANJA,off road,vw,132380.74
MGM9460,2016,PRETO,off road,gm,99856.91
MIW5323,2012,BRANCO,off road,cherry,209597.51
DLI8422,1993,VERMELHO,luxo,gwm,185670.47
YOO8756,1994,LARANJA,standart,cherry,77815.39
ICE6842,1993,VERDE,standart,vw,74113.28
ASF6192,2012,AMARELO,luxo,fiat,137657.75
UNL6092,2025,PRETO,luxo,gwm,172759.78
JMI6550,2019,LARANJA,luxo,fiat,122690.10
PKN8131,2012,BRANCO,luxo,fiat,157616.83
VQA3883,2007,AZUL,off road,gwm,187871.48
ZIZ6992,2020,VERDE,standart,cherry,141196.43
JTD1549,2012,VERMELHO,standart,gwm,110231.59
MBI6246,2023,BRANCO,off road,vw,143939.94
OJB2158,1996,AMARELO,luxo,gm,171756.24
HZW8948,2018,LARANJA,standart,vw,114888.76
JHJ0845,2020,VERDE,luxo,cherry,120521.79
YIL9246,1994,BRANCO,luxo,gm,171593.53
TEO8447,2016,VERMELHO,standart,gwm,120221.97
QHK9531,1993,VERMELHO,off road,fiat,178782.99
MXV3851,2010,LARANJA,standart,fiat,82210.58
PPX6904,2003,AZUL,standart,cherry,116389.40
MBO5459,2006,AZUL,standart,gwm,142532.77
OJW2121,1991,BRANCO,off road,fiat,99719.88
YIK5759,1991,AZUL,standart,gm,122246.59
EED3729,2011,AMARELO,off road,gwm,158576.87
HSF5173,1990,VERDE,off road,cherry,175483.92
JTW1719,2000,VERMELHO,luxo,gwm,244056.47
IHN1268,2019,VERMELHO,luxo,gm,228398.38
KVQ1721,2000,VERDE,off road,vw,205304.69
YKX9022,2018,AMARELO,standart,vw,122447.96
JEB0270,1993,AMARELO,luxo,fiat,158053.39
KFD6804,2012,LARANJA,luxo,gwm,173976.06
FVZ1524,2017,VERMELHO,off road,cherry,208913.49
GLS4668,1996,PRETO,standart,cherry,75105.08
KZB3849,2011,BRANCO,standart,fiat,91228.59
UZF6846,2008,AZUL,off road,gm,199862.86
FOH8630,2016,VERMELHO,off road,cherry,111421.64
LED1933,2005,PRETO,luxo,fiat,192663.44
VEI5654,2004,BRANCO,standart,gm,138507.09
KQN7489,2023,VERMELHO,off road,gwm,119820.03
JCB0116,1995,VERMELHO,standart,cherry,140393.23
KYS3906,1998,AMARELO,off road,cherry,142352.21
MGL2035,2005,BRANCO,standart,cherry,80302.06
DSC5056,2014,BRANCO,standart,fiat,71248.89
KVL3255,2014,PRETO,standart,ford,94640.06
NPE5182,2010,AZUL,luxo,ford,155993.87
EJG6034,1990,AMARELO,luxo,ford,200244.99
HOT4158,2022,AZUL,luxo,cherry,120907.07
NVP1769,2001,LARANJA,standart,fiat,130394.81
QFA2246,2010,VERMELHO,standart,gwm,74087.26
UPJ3238,2003,LARANJA,off road,gm,163268.58
MUR6817,2022,AZUL,off road,fiat,196261.33
EDZ6568,2000,LARANJA,standart,vw,129151.23
PBR3553,2019,VERMELHO,standart,vw,114740.24
KJK7877,2008,PRETO,standart,fiat,105086.03
WUY3024,2000,VERMELHO,off road,fiat,104657.94
OQU1744,2018,LARANJA,luxo,cherry,238398.41
UMM0855,1991,VERMELHO,luxo,cherry,234151.57
QEE9397,2018,VERMELHO,off road,cherry,141691.78
OYF8134,2016,AZUL,luxo,gwm,161093.54
IRQ8019,2000,LARANJA,off road,gm,158822.20
AEB1123,2000,AMARELO,standart,gwm,111864.32
ZDT8434,1991,AZUL,off road,gwm,138891.63
IXY0719,2010,BRANCO,luxo,gwm,134755.34
CKK3170,2012,BRANCO,off road,gm,188153.22
FQJ4562,2007,PRETO,luxo,gwm,239972.10
GOP7812,2021,BRANCO,standart,fiat,119411.02
OWZ1816,2015,AZUL,off road,ford,105711.02
FAG0610,2006,VERDE,standart,vw,101767.80
VQY2291,2025,AZUL,luxo,cherry,171813.78
NSW2827,2003,PRETO,luxo,ford,138754.62
XPE8912,2012,VERMELHO,luxo,fiat,128972.12
QUK7930,2000,VERDE,standart,gwm,142967.64
IWF8103,2017,AMARELO,off road,gwm,122822.30
SCJ0308,1995,AMARELO,off road,fiat,196727.00
NRI5579,2014,VERMELHO,luxo,ford,159630.12
PYV6593,2015,PRETO,luxo,vw,143540.12
IDN7360,1996,AMARELO,off road,ford,190060.18
JTZ6834,2014,LARANJA,luxo,cherry,174538.98
ZMG9915,2004,LARANJA,luxo,ford,220336.32
LWS7682,2012,BRANCO,off road,gwm,189184.14
PXA7844,2003,LARANJA,luxo,cherry,153288.21
DKI2056,2018,LARANJA,off road,fiat,151482.78
JQH3510,2024,PRETO,standart,vw,95810.75
UKW0425,1999,VERDE,off road,gwm,121068.63
BRJ3017,2020,LARANJA,off road,vw,155626.60
LHP1003,2014,BRANCO,standart,cherry,146291.98
HAL7541,2022,AZUL,standart,vw,101617.44
EMI2405,2023,AZUL,standart,gwm,139303.02
KDG5223,2000,AMARELO,off road,ford,119945.91
NHS2499,1992,VERMELHO,luxo,fiat,241494.08
SYB6833,1990,PRETO,off road,vw,189933.50
HJN2773,1991,LARANJA,luxo,gwm,234792.63
OGL2090,1994,AZUL,luxo,gwm,234060.55
WQO7272,2009,VERDE,off road,cherry,144877.92
DLH9942,2017,PRETO,off road,vw,169216.71
RRA9597,2001,BRANCO,luxo,gm,144941.14
KMD6719,2021,AZUL,standart,ford,149467.18
MBU2022,2004,VERMELHO,off road,gm,154816.87
DLA2625,2024,BRANCO,standart,gm,124102.55
RQF6160,2011,AZUL,standart,fiat,122355.37
SQR0980,2022,BRANCO,off road,vw,180718.38
RTH1227,2000,VERDE,standart,cherry,124870.59
PWJ4163,2003,LARANJA,standart,gwm,118414.06
PGN2645,2025,PRETO,standart,vw,143554.24
LSM3114,2016,VERMELHO,off road,fiat,146391.45
HBF0421,2001,VERMELHO,luxo,vw,163067.37
GUP3950,1992,VERDE,standart,gm,71927.29
OSD0436,2024,AZUL,luxo,ford,144606.40
JAT8501,2013,VERDE,luxo,vw,124650.94
VZO4886,2006,PRETO,standart,vw,122663.31
MRV3924,2025,VERDE,off road,cherry,163521.02
LFM4135,2017,LARANJA,luxo,fiat,199807.41
IIV2680,1995,PRETO,luxo,gm,179559.55
UMH1794,2017,BRANCO,off road,vw,126864.05
XXN7132,2004,PRETO,luxo,gm,158471.39
KSR7803,1997,AMARELO,off road,gm,129850.67
SLD9754,2004,AMARELO,off road,fiat,103365.72
HKC5517,2021,AZUL,luxo,cherry,156973.34
NSM8286,2013,LARANJA,standart,gm,107537.18
TKZ7966,2018,AMARELO,standart,vw,143270.13
RPS1925,2000,VERMELHO,off road,ford,188462.31
HRE0911,2002,VERDE,luxo,vw,147514.97
BVK3364,1990,VERDE,off road,vw,126494.99
RSX0097,2017,BRANCO,standart,ford,103473.33
VQG7908,2011,PRETO,standart,gm,149066.13
VNF7585,2012,VERDE,luxo,cherry,245358.65
MQO1833,1994,AZUL,luxo,vw,219974.94
DIO1509,2022,VERMELHO,luxo,gwm,157625.34
KGN7794,2020,VERMELHO,off road,vw,176683.78
KKS0223,2016,AMARELO,luxo,vw,234398.83
VKY5835,2015,VERDE,standart,fiat,103792.89
XNN9871,2006,AZUL,standart,fiat,96090.00
OFD8607,2022,VERDE,luxo,gwm,200826.93
IIU6806,2005,PRETO,off road,gwm,162498.67
PZX7867,2008,BRANCO,standart,cherry,140382.37
CUD7397,2011,LARANJA,standart,gwm,135428.50
AKU0284,2002,AZUL,off road,cherry,196805.33
RXQ9093,1996,VERDE,off road,ford,103095.68
JDO8569,2015,VERDE,standart,gm,89425.81
IQC9824,1995,BRANCO,off road,fiat,116516.43
ZRD9595,2014,VERMELHO,luxo,fiat,136539.38
MJZ7917,1991,VERDE,standart,gwm,94677.86
XQR7753,1999,LARANJA,off road,fiat,134619.10
ZUY5882,2024,AMARELO,off road,ford,187703.31
WUI4033,2011,AZUL,off road,ford,142244.85
UYN2338,2009,AZUL,luxo,gwm,149736.58
ZED7410,2001,VERMELHO,luxo,gm,248698.18
JTU7582,1998,PRETO,off road,fiat,186542.32
HEW9510,2000,LARANJA,luxo,gm,163706.59
XAS9674,2000,VERMELHO,luxo,gwm,137010.92
KBX0700,2003,PRETO,off road,fiat,150862.29
UGJ6445,2012,VERDE,luxo,fiat,219627.13
EWM4962,1992,LARANJA,luxo,gm,132755.78
AIB4458,2001,VERDE,off road,vw,113841.46
OKR2799,2024,VERMELHO,off road,fiat,108496.29
HSJ2197,2021,BRANCO,luxo,gwm,249115.26
KII5791,2015,BRANCO,standart,ford,98895.12
JYH8878,1996,AMARELO,standart,vw,82514.93
TVJ2680,2017,AZUL,off road,cherry,127980.07
XNK9802,2000,PRETO,standart,ford,108370.45
LUU0555,2006,PRETO,standart,vw,105957.44
WLM0079,2012,AZUL,luxo,cherry,229860.14
FEG9429,2019,AZUL,standart,gm,147115.23
FPC0127,2000,AZUL,off road,vw,156038.82
PBV7236,2022,PRETO,off road,gm,169592.21
JQM7564,1991,BRANCO,off road,cherry,159447.68
CKL4022,2014,AZUL,luxo,cherry,175526.53
GRR1626,2021,AMARELO,off road,gm,105320.87
LUY2795,2004,LARANJA,standart,vw,89146.35
TGV8948,2007,AMARELO,standart,vw,123311.11
URS8844,2007,PRETO,standart,gwm,115922.11
QDX4677,2020,AZUL,standart,gm,145174.94
LJR1459,1995,AMARELO,standart,vw,149474.05
VFX2647,1993,PRETO,off road,cherry,197878.95
NPQ7259,1990,BRANCO,standart,vw,91735.43
GSD5417,1990,AZUL,off road,fiat,130918.13
AHR3889,1999,VERMELHO,standart,vw,97093.84
XOZ5946,1994,BRANCO,luxo,ford,128015.03
YJT5417,2017,BRANCO,luxo,cherry,235863.90
JRR8115,1993,PRETO,luxo,vw,212211.13
JNS4364,2007,LARANJA,standart,fiat,129941.66
WVM2081,1992,VERMELHO,off road,fiat,189380.80
GYV2125,1990,VERMELHO,luxo,fiat,239092.95
OLT1313,2009,VERMELHO,off road,gwm,114228.17
TVZ9388,2000,VERDE,off road,gm,163167.21
PYQ7093,2009,AMARELO,off road,fiat,190916.03
SBD8994,2024,AMARELO,luxo,gwm,146615.68
ENR1555,2012,AMARELO,luxo,fiat,160172.15
DZT8284,2020,VERDE,standart,gm,115095.58
NHT6781,2024,BRANCO,luxo,vw,124125.36
VSZ2628,1994,PRETO,standart,cherry,135369.95
TSF2924,2018,AZUL,off road,cherry,157766.82
CMI1498,1991,AZUL,luxo,fiat,162460.51
OIW4087,1997,AMARELO,luxo,vw,172896.79
EDO7552,2001,VERDE,standart,ford,113970.73
JKB5424,2017,VERDE,luxo,cherry,155356.56
WMN2339,2021,BRANCO,standart,ford,79522.02
XUI3358,2017,AMARELO,off road,ford,118741.71
FBB6901,1990,AZUL,off road,gwm,175567.69
CNN7989,2021,BRANCO,standart,vw,76161.60
FLL2777,2009,VERMELHO,off road,cherry,136485.74
DCU6274,2007,VERDE,off road,ford,177151.02
GAO2119,2018,PRETO,standart,gwm,121451.99
MSI0131,2004,VERDE,off road,vw,199369.43
XEI4414,1991,PRETO,standart,ford,71741.08
IHD5092,1992,BRANCO,standart,gm,72959.37
BGR9448,1995,VERMELHO,luxo,ford,196811.38
LTB0390,2019,AZUL,luxo,ford,229678.27
BJX3768,1994,VERMELHO,standart,gwm,82734.89
KHW8073,2003,BRANCO,luxo,cherry,122309.48
YGV4575,1997,PRETO,off road,gm,117855.64
ZSD6169,2023,AZUL,luxo,gm,249349.96
FPD7308,1994,AZUL,off road,gm,154439.60
HGQ4260,2001,VERMELHO,luxo,cherry,126420.93
JFV2627,2006,VERMELHO,luxo,ford,204416.72
LPC8458,2005,BRANCO,luxo,ford,128617.17
QEW4821,2015,AZUL,luxo,gm,231487.55
PSU4574,2006,PRETO,standart,cherry,86809.67
GPM9806,2025,VERDE,standart,vw,141289.84
FVZ4010,2022,BRANCO,standart,ford,119025.02
QXG4748,2016,AZUL,standart,ford,131967.03
GRZ2464,2009,VERMELHO,standart,cherry,96951.76
JGX1516,2000,PRETO,standart,fiat,129177.21
WQC7979,1994,AMARELO,standart,gm,143257.11
ALY7487,2016,AMARELO,luxo,gm,234480.71
SQB5045,2019,LARANJA,off road,cherry,120630.84
OGB7098,1997,VERMELHO,off road,vw,198384.87
ZNS5122,1992,LARANJA,luxo,vw,125735.61
HEO3772,2008,VERMELHO,off road,vw,111362.11
ISL0266,1992,AMARELO,luxo,gwm,170154.48
QKN1913,2019,VERMELHO,standart,cherry,144715.93
FUI2068,2012,AZUL,off road,gwm,197680.80
KGB0260,2018,LARANJA,off road,cherry,189657.57
TZG1455,2016,BRANCO,standart,vw,126331.30
WOH1642,2025,BRANCO,standart,vw,131638.74
BWE6027,2019,VERDE,off road,ford,192318.03
WNZ0635,2003,PRETO,luxo,gm,131924.67
BCU8005,2015,PRETO,standart,gm,89460.96
YNV6482,2018,AMARELO,standart,gm,136251.77
GZD8272,1999,VERDE,luxo,fiat,249557.51
HFF1412,2017,PRETO,off road,cherry,188512.84
QNK7487,2025,LARANJA,luxo,gm,165030.63
YGU7301,1996,LARANJA,standart,fiat,86205.28
OHU9615,2008,AMARELO,luxo,ford,222623.35
KVU2326,1993,LARANJA,standart,cherry,103460.07
PJT5875,2022,LARANJA,luxo,gwm,130239.82
VPC9548,2017,BRANCO,luxo,gm,185119.76
WWW9464,1995,BRANCO,luxo,fiat,238765.14
RHP9851,1994,BRANCO,standart,vw,127706.09
MAW9543,2003,AZUL,off road,fiat,183619.17
WRX7681,2023,AMARELO,standart,vw,87954.63
VQS7354,2014,VERDE,off road,gm,188677.46
LYD9166,2003,VERMELHO,off road,fiat,142114.97
QKG4710,2002,AZUL,standart,gwm,73553.19
IIR8463,2007,PRETO,off road,gwm,136908.82
ZSF9912,1993,VERMELHO,luxo,gm,175002.88
YRQ6954,2009,BRANCO,off road,ford,106197.49
SNQ5146,2017,VERMELHO,standart,cherry,111531.25
FPL2388,2002,VERMELHO,off road,gm,133250.06
NOR1237,1998,LARANJA,off road,vw,158368.01
RIR1311,2002,VERDE,standart,cherry,148619.76
XCR3986,2011,VERMELHO,off road,cherry,101755.63
CMV4673,2018,PRETO,off road,ford,113559.73
AWX5705,1997,VERMELHO,off road,gwm,106811.14
KFE2110,2007,PRETO,luxo,cherry,245532.79
LGA8555,2005,PRETO,standart,gm,116579.45
XBF0854,2019,VERMELHO,luxo,fiat,242711.06
UNU9067,1993,PRETO,off road,gwm,208834.88
TDQ6473,2002,LARANJA,standart,vw,138409.19
QQF3944,2014,VERDE,off road,fiat,199303.05
WOT1528,2003,LARANJA,off road,gwm,202293.69
CTC5591,2021,BRANCO,luxo,vw,175850.45
RDX6502,2012,AMARELO,standart,gwm,148283.74
VMK9868,2004,PRETO,standart,fiat,143614.85
RBK5132,1999,VERMELHO,off road,fiat,109853.07
NIK1847,2019,LARANJA,off road,gwm,186958.65
SVZ6331,1999,VERDE,off road,ford,101146.84
YYG4524,2024,AZUL,luxo,gm,252352.86
BFG0154,2005,AMARELO,luxo,vw,220607.58
YTQ4043,2019,VERDE,luxo,ford,241579.21
HRX5488,1993,VERMELHO,standart,vw,145304.99
JAC1967,2000,AMARELO,off road,cherry,155430.86
SCX3997,1996,AMARELO,off road,vw,164170.77
EZY0707,2020,VERMELHO,standart,cherry,92271.52
ZKQ0626,2011,VERMELHO,luxo,gm,246088.05
CCJ3727,2000,PRETO,standart,gwm,72104.63
HCE4943,2009,BRANCO,standart,vw,100790.93
LHR2545,2010,LARANJA,off road,gm,207369.09
XWI7548,2010,BRANCO,luxo,vw,230982.57
EPZ8807,2016,VERMELHO,off road,gm,167052.04
GCD7231,2021,AZUL,standart,ford,76860.45
GLB1962,2002,AZUL,luxo,vw,202899.31
DUB2861,2004,LARANJA,luxo,gwm,121805.89
TQF6021,2003,VERMELHO,luxo,cherry,126185.76
ENZ0045,1995,AZUL,luxo,gm,168592.42
BLY6643,2013,PRETO,off road,cherry,200990.05
FNF5510,2015,BRANCO,luxo,gm,214247.80
TKR3111,2019,PRETO,standart,ford,91486.01
PPB1290,2014,PRETO,luxo,cherry,232699.38
FAN9541,2013,VERDE,luxo,ford,168742.75
TBD3930,2025,LARANJA,standart,fiat,87704.47
TLG3599,2015,VERDE,luxo,gm,198391.91
CCP8362,2017,BRANCO,standart,gwm,82731.27
SOX1723,2001,AMARELO,luxo,cherry,178470.59
YDD3759,2002,PRETO,standart,cherry,72209.66
IMX1504,2019,VERMELHO,off road,ford,129908.83
WHU8946,1993,AMARELO,standart,cherry,144759.40
QVT8992,2025,VERMELHO,off road,gm,202610.93
TCP3769,2013,PRETO,luxo,gm,242582.87
LNF0096,2018,AMARELO,luxo,gwm,154594.61
JUS1660,1998,LARANJA,off road,cherry,111271.50
MWJ2436,1991,AZUL,standart,cherry,87035.68
LWR2339,2023,BRANCO,standart,gm,125335.15
FSP7798,1995,VERMELHO,off road,ford,126793.60
AFK6064,2022,AZUL,off road,cherry,155440.87
EHF4933,2002,AMARELO,luxo,ford,229599.64
QIX1192,2005,AMARELO,off road,ford,116335.83
DBA9643,1991,PRETO,standart,gm,143902.29
QKX8891,1999,LARANJA,off road,vw,181929.02
AZR1480,2018,VERMELHO,luxo,cherry,232673.78
VMC3619,2014,VERMELHO,luxo,gm,156511.98
MXP8043,2023,PRETO,off road,fiat,131734.08
DXP2362,2025,VERMELHO,standart,fiat,76890.64
RWL8799,2005,LARANJA,standart,ford,120412.19
DGT7348,2010,AZUL,luxo,fiat,182501.76
CAA2547,2012,VERMELHO,off road,gwm,156777.88
OOT5741,2025,PRETO,standart,gwm,90680.09
TME3682,1996,LARANJA,off road,fiat,188320.86
ZDO3308,2023,PRETO,luxo,ford,154789.03
ONB4353,2002,LARANJA,standart,fiat,115030.56
TXA7749,1995,LARANJA,luxo,ford,198603.32
KOF8952,2004,VERDE,standart,fiat,97169.10
BND7501,2012,AMARELO,luxo,ford,140342.93
EUY7032,2016,VERMELHO,standart,ford,113020.41
JVW9864,1997,VERMELHO,standart,ford,111675.64
NCY5356,2009,BRANCO,luxo,gwm,194949.50
IQT0477,2004,PRETO,luxo,gwm,139363.87
KJP4716,2018,VERDE,luxo,gwm,218624.04
XKB9161,1996,VERDE,off road,cherry,194731.09
GWH2506,2009,LARANJA,off road,cherry,111848.22
ZPQ4850,1991,AMARELO,off road,vw,126422.98
ZGN6384,1997,AZUL,standart,ford,126776.92
GYH5698,2013,AMARELO,luxo,fiat,239090.96
CHO2369,1993,AMARELO,off road,gm,175187.46
SOE5876,2001,LARANJA,luxo,fiat,212869.35
NUQ4892,1997,VERDE,off road,gm,106333.84
TKR0460,2013,AZUL,standart,gwm,126917.33
HKV4785,2002,VERDE,luxo,fiat,229620.59
PCY8208,1992,LARANJA,luxo,ford,186326.60
TVM2731,1994,AZUL,luxo,vw,160150.74
IIP0547,2016,AZUL,standart,gwm,106819.39
FFU6956,1993,LARANJA,standart,ford,137163.74
HQO5697,1997,VERMELHO,off road,gwm,181868.12
FWT6182,2024,VERDE,standart,ford,127895.23
OWJ4741,1999,VERMELHO,off road,vw,172432.72
YVM8390,1995,BRANCO,off road,fiat,198820.20
CPL7462,2012,PRETO,luxo,cherry,211803.95
BCO5132,2022,VERDE,off road,cherry,120108.78
LNW6833,2025,PRETO,luxo,cherry,233282.75
XFA1798,1997,VERDE,luxo,cherry,243490.80
KLG0144,2011,PRETO,off road,gwm,151564.95
IEX4827,2021,VERMELHO,luxo,ford,153714.51
KDF6265,2025,AZUL,luxo,vw,138305.33
XPJ3156,2025,VERMELHO,standart,gwm,106178.56
ZEU2067,1994,VERMELHO,standart,fiat,124876.04
AUK5717,2025,LARANJA,off road,cherry,153008.38
FHV8498,1998,VERDE,off road,fiat,137355.59
BEM9162,2018,VERMELHO,luxo,cherry,199382.12
DSB5922,1994,VERMELHO,luxo,fiat,227693.52
GGA3374,2023,AMARELO,luxo,ford,224834.85
JUN6832,2021,PRETO,standart,fiat,125773.26
AZJ1862,2000,VERDE,off road,cherry,154365.36
TAK6565,2000,PRETO,luxo,gm,214832.00
GON2666,1993,AZUL,standart,vw,107193.16
NZI4636,1998,VERDE,luxo,fiat,160577.45
XET6932,2001,LARANJA,luxo,fiat,158060.51
THY3556,1994,VERDE,off road,gwm,143152.01
CNZ5377,2001,BRANCO,off road,gm,104713.84
FXV6448,2003,AMARELO,luxo,fiat,176014.42
YJK7493,2017,LARANJA,standart,gm,128363.82
UMK9402,2018,BRANCO,standart,fiat,120367.64
XHJ9133,2010,PRETO,luxo,fiat,126129.63
SEI0151,2018,VERMELHO,standart,vw,140308.52
ZQR5740,2022,VERDE,standart,ford,75103.04
IIU7092,2005,BRANCO,off road,fiat,182101.52
RSY4248,1996,AMARELO,off road,cherry,146592.60
GSX0464,1998,PRETO,luxo,cherry,223410.33
WXJ3230,1999,PRETO,luxo,gm,184519.33
TMK2482,2025,BRANCO,luxo,cherry,201776.35
VNT7776,1992,VERMELHO,luxo,ford,144530.88
WKS4825,2007,AMARELO,luxo,gwm,191706.60
DKB6415,2017,PRETO,luxo,fiat,135284.24
XRH1507,1994,VERDE,standart,vw,133203.45
EQG5380,1993,VERMELHO,standart,fiat,109543.13
WFL7445,2013,BRANCO,luxo,vw,170350.59
EOK6281,2017,VERDE,off road,gm,152656.63
WQM0618,2020,AZUL,off road,gm,115868.35
KXY9125,2015,PRETO,luxo,vw,208901.37
ZYZ9464,2013,AZUL,luxo,vw,140189.42
NDO7270,2011,PRETO,luxo,fiat,233372.10
VLH8925,2011,AMARELO,standart,fiat,99057.43
NZK2040,2004,PRETO,luxo,ford,232272.99
LQP4727,2011,AMARELO,luxo,vw,203107.45
EBB1666,1998,AZUL,luxo,cherry,227049.42
LOA7329,2021,VERMELHO,standart,vw,104345.10
XTJ7152,2021,LARANJA,standart,vw,98927.22
ELA3403,1992,BRANCO,standart,gwm,93291.87
CHJ2411,2008,BRANCO,standart,fiat,117027.76
CTI7441,1995,AMARELO,standart,cherry,112445.37
QZP6918,2025,VERMELHO,standart,fiat,95618.64
JAR4780,2017,BRANCO,off road,gwm,203723.39
XVE6739,2014,AZUL,off road,gm,183135.43
IMN0662,1992,AZUL,off road,gwm,148148.01
IXH1970,2006,AMARELO,standart,gwm,72912.42
RRF3848,2022,VERDE,off road,ford,117960.03
KQU1354,2022,PRETO,off road,vw,172324.94
IAQ7902,2016,BRANCO,off road,vw,129200.76
JOT4609,1998,BRANCO,luxo,cherry,212364.70
MJT4939,2000,VERDE,luxo,cherry,161989.23
UUW3430,1990,BRANCO,off road,gm,117238.75
YHR7432,2021,VERMELHO,off road,cherry,150905.01
FUV9455,2010,AMARELO,off road,vw,203719.71
QTX9397,1998,AMARELO,off road,gwm,148714.32
COE2109,2019,PRETO,luxo,ford,140114.29
VOH7091,2005,AMARELO,off road,gm,135873.81
DNK9308,2001,VERMELHO,standart,fiat,102420.83
VGM8025,2003,AZUL,luxo,gwm,151579.87
XEU2983,2011,AMARELO,standart,gm,133676.43
PWG2083,2006,AMARELO,luxo,gm,224088.59
QDH4120,1990,BRANCO,luxo,gwm,123266.41
MJR2874,2001,LARANJA,luxo,ford,214853.14
OXZ9870,1990,BRANCO,luxo,gm,198977.10
XJE8158,2000,BRANCO,off road,cherry,107470.35
FSD5880,2009,VERDE,luxo,cherry,137240.22
XUA0254,2015,LARANJA,standart,fiat,85326.20
DLJ2527,2022,AMARELO,luxo,vw,246046.29
QKJ7000,2021,PRETO,luxo,gm,180414.08
ABE2273,1994,LARANJA,luxo,ford,189005.30
QMP6685,2004,BRANCO,luxo,gm,158529.46
VYX0696,2018,BRANCO,luxo,cherry,198628.44
AZT7613,2000,AMARELO,luxo,gwm,219882.22
MGX4201,2014,VERMELHO,off road,gwm,122227.67
ACS8352,2014,BRANCO,off road,vw,152004.79
FCG3882,1994,AZUL,off road,cherry,187330.99
QUU0261,2017,AMARELO,standart,fiat,82063.18
JRE6187,1995,BRANCO,standart,ford,149232.57
DBL4964,2011,AMARELO,standart,vw,75017.09
RMW0486,1996,LARANJA,luxo,vw,251672.14
QCM7086,2022,AMARELO,standart,cherry,99135.01
GPK5537,2020,VERDE,standart,cherry,149761.48
VHH4918,2015,PRETO,standart,gm,136408.16
FSC5745,1996,AZUL,luxo,fiat,223449.75
OIK4088,2009,AZUL,standart,gm,129141.10
WQU6634,2010,BRANCO,standart,cherry,106567.67
WGW0246,2019,VERMELHO,luxo,ford,244864.34
HJH5057,2021,VERDE,luxo,gm,123765.11
IST5330,1995,PRETO,luxo,ford,162231.49
LPP1875,2003,PRETO,off road,ford,205326.98
HRO0630,2014,AMARELO,standart,fiat,85154.29
RGD5134,2013,LARANJA,standart,fiat,138881.24
GKF7359,1995,LARANJA,luxo,cherry,164003.50
BOE6079,1990,VERMELHO,standart,ford,140185.95
ZWN6969,1996,VERDE,off road,fiat,140447.78
BGG5220,1992,VERDE,standart,fiat,135090.65
GWS2501,1992,PRETO,standart,vw,88766.08
DWJ0816,2012,PRETO,luxo,gm,245016.21
UUY3894,2001,BRANCO,standart,cherry,118983.27
SQG4590,2009,LARANJA,standart,ford,146657.76
ZHY4282,2017,PRETO,off road,gm,123773.50
ZLY7117,2000,AMARELO,luxo,vw,140358.65
UYI1636,1990,VERMELHO,off road,ford,149473.40
QUD7178,2011,LARANJA,off road,fiat,179564.92
YNY1206,2004,AMARELO,standart,cherry,122850.00
XRG7564,2019,BRANCO,off road,vw,193974.54
QSQ6477,2004,AMARELO,standart,ford,84606.81
